Exercise,Muscle,Equipment,Difficulty,Male,Female
Wall Supported Dorsal Flexion,Tibialis,Recovery,Novice,https://musclewiki.com/recovery/male/tibialis/wall-supported-dorsal-flexion,https://musclewiki.com/recovery/female/tibialis/wall-supported-dorsal-flexion
Soleus,Tibialis,,,,
Barbell Calf Jump,"Calves, Tibialis, Gastrocnemius","Barbell, Advanced",Advanced,"https://musclewiki.com/barbell/male/calves/barbell-calf-jump, Male|Female","https://musclewiki.com/barbell/female/calves/barbell-calf-jump, Barbell"
Gastrocnemius,,,,,
Forearms,,,,,
Barbell Wrist Curl,"Forearms, Wrist Flexors",Barbell,Novice,https://musclewiki.com/barbell/male/forearms/barbell-wrist-curl,https://musclewiki.com/barbell/female/forearms/barbell-wrist-curl
Dumbbell Wrist Curl,"Forearms, Wrist Flexors",Dumbbells,Novice,https://musclewiki.com/dumbbells/male/forearms/dumbbell-wrist-curl,https://musclewiki.com/dumbbells/female/forearms/dumbbell-wrist-curl
Dumbbell Wrist Extension,"Forearms, Wrist Extensors",Dumbbells,Novice,https://musclewiki.com/dumbbells/male/forearms/dumbbell-wrist-extension,https://musclewiki.com/dumbbells/female/forearms/dumbbell-wrist-extension
Dumbbell Bench Wrist Curl,"Forearms, Wrist Flexors",Dumbbells,Novice,https://musclewiki.com/dumbbells/male/forearms/dumbbell-bench-wrist-curl,https://musclewiki.com/dumbbells/female/forearms/dumbbell-bench-wrist-curl
Dumbbell Single Arm Bench Wrist Curl,"Forearms, Wrist Flexors",Dumbbells,Beginner,https://musclewiki.com/dumbbells/male/forearms/wrist-flexor-curl-dumbbell-kneeling,https://musclewiki.com/dumbbells/female/forearms/wrist-flexor-curl-dumbbell-kneeling
Dumbbell Wrist Supinations Pronations,Forearms,Dumbbells,Beginner,https://musclewiki.com/dumbbells/male/forearms/wrist-supinations-pronations,https://musclewiki.com/dumbbells/female/forearms/wrist-supinations-pronations
Dumbbell Farmer Walk,Forearms,Dumbbells,Beginner,https://musclewiki.com/dumbbells/male/forearms/dumbbell-farmer-walk,https://musclewiki.com/dumbbells/female/forearms/dumbbell-farmer-walk
Dead Hang,Forearms,Bodyweight,Beginner,https://musclewiki.com/bodyweight/male/forearms/dead-hang,https://musclewiki.com/bodyweight/female/forearms/dead-hang
Kettlebell Farmers Carry,"Forearms, Wrist Flexors, Hands",Kettlebells,Beginner,https://musclewiki.com/kettlebells/male/forearms/kettlebell-farmers-carry,https://musclewiki.com/kettlebells/female/forearms/kettlebell-farmers-carry
Kettlebell Wrist Extension,"Forearms, Wrist Extensors",Kettlebells,Novice,https://musclewiki.com/kettlebells/male/forearms/kettlebell-wrist-extension,https://musclewiki.com/kettlebells/female/forearms/kettlebell-wrist-extension
Kettlebell Wrist Curl,"Forearms, Wrist Flexors",Kettlebells,Novice,https://musclewiki.com/kettlebells/male/forearms/kettlebell-wrist-curl,https://musclewiki.com/kettlebells/female/forearms/kettlebell-wrist-curl
Kettlebell Farmers March,"Forearms, Hands",Kettlebells,Intermediate,https://musclewiki.com/kettlebells/male/forearms/kettlebell-farmers-march,https://musclewiki.com/kettlebells/female/forearms/kettlebell-farmers-march
Kettlebell Single Arm Farmers March,"Forearms, Wrist Flexors, Hands",Kettlebells,Beginner,https://musclewiki.com/kettlebells/male/forearms/kettlebell-single-arm-farmers-march,https://musclewiki.com/kettlebells/female/forearms/kettlebell-single-arm-farmers-march
Kettlebell Walking Farmers March,"Forearms, Wrist Flexors, Hands",Kettlebells,Beginner,https://musclewiki.com/kettlebells/male/forearms/kettlebell-walking-farmers-march,https://musclewiki.com/kettlebells/female/forearms/kettlebell-walking-farmers-march
Kettlebell Bench Wrist Curl,"Forearms, Wrist Flexors",Kettlebells,Novice,https://musclewiki.com/kettlebells/male/forearms/kettlebell-bench-wrist-curl,https://musclewiki.com/kettlebells/female/forearms/kettlebell-bench-wrist-curl
Kettlebell Single Arm Farmers Walk,"Forearms, Obliques",Kettlebells,Novice,https://musclewiki.com/kettlebells/male/forearms/kettlebell-single-arm-farmers-walk,https://musclewiki.com/kettlebells/female/forearms/kettlebell-single-arm-farmers-walk
Forearms Stretch Variation Four,Forearms,Stretches,Novice,https://musclewiki.com/stretches/male/forearms/forearms-stretch-variation-four,https://musclewiki.com/stretches/female/forearms/forearms-stretch-variation-four
Forearms Stretch Variation Three,Forearms,Stretches,Novice,https://musclewiki.com/stretches/male/forearms/forearms-stretch-variation-three,https://musclewiki.com/stretches/female/forearms/forearms-stretch-variation-three
Forearms Stretch Variation Two,Forearms,Stretches,Novice,https://musclewiki.com/stretches/male/forearms/forearms-stretch-variation-two,https://musclewiki.com/stretches/female/forearms/forearms-stretch-variation-two
Forearms Stretch Variation One,Forearms,Stretches,Novice,https://musclewiki.com/stretches/male/forearms/forearms-stretch-variation-one,https://musclewiki.com/stretches/female/forearms/forearms-stretch-variation-one
Cable Wrist Curl,"Forearms, Wrist Flexors",Cables,Beginner,https://musclewiki.com/cables/male/forearms/cable-wrist-curl,https://musclewiki.com/cables/female/forearms/cable-wrist-curl
Cable Wrist Extension,"Forearms, Wrist Extensors",Cables,Beginner,https://musclewiki.com/cables/male/forearms/cable-wrist-extension,https://musclewiki.com/cables/female/forearms/cable-wrist-extension
Cable Bar Reverse Grip Curl,Forearms,Cables,Novice,https://musclewiki.com/cables/male/forearms/cable-bar-reverse-grip-curl,https://musclewiki.com/cables/female/forearms/cable-bar-reverse-grip-curl
Plate Pinch Grip Side Bend,"Forearms, Obliques",Plate,Beginner,https://musclewiki.com/plate/male/forearms/plate-pinch-grip-side-bend,https://musclewiki.com/plate/female/forearms/plate-pinch-grip-side-bend
Plate Pinch Grip Farmer's Carry,"Forearms, Hands",Plate,Intermediate,https://musclewiki.com/plate/male/forearms/plate-pinch-grip-farmers-carry,https://musclewiki.com/plate/female/forearms/plate-pinch-grip-farmers-carry
Plate Weighted Dead Hang,Forearms,Plate,Intermediate,https://musclewiki.com/plate/male/forearms/plate-weighted-dead-hang,https://musclewiki.com/plate/female/forearms/plate-weighted-dead-hang
Table Top Pose Variation 1,Forearms,Yoga,Beginner,https://musclewiki.com/yoga/male/forearms/table-top-pose-variation-1,https://musclewiki.com/yoga/female/forearms/table-top-pose-variation-1
Table Top Pose Variation 2,Forearms,Yoga,Beginner,https://musclewiki.com/yoga/male/forearms/table-top-pose-variation-2,https://musclewiki.com/yoga/female/forearms/table-top-pose-variation-2
Table Top Pose Variation 3,Forearms,Yoga,Beginner,https://musclewiki.com/yoga/male/forearms/table-top-pose-variation-3,https://musclewiki.com/yoga/female/forearms/table-top-pose-variation-3
Vajrasana Variation 1,Forearms,Yoga,Beginner,https://musclewiki.com/yoga/male/forearms/vajrasana-variation-1,https://musclewiki.com/yoga/female/forearms/vajrasana-variation-1
Vajrasana Variation 2,Forearms,Yoga,Beginner,https://musclewiki.com/yoga/male/forearms/vajrasana-Variation-2,https://musclewiki.com/yoga/female/forearms/vajrasana-Variation-2
Crosslateral Core Stabilisation Unilateral Load Kettlebell,"Forearms, Obliques",Recovery,Intermediate,https://musclewiki.com/recovery/male/forearms/crosslateral-core-stabilisation-unilateral-load-kettlebell,https://musclewiki.com/recovery/female/forearms/crosslateral-core-stabilisation-unilateral-load-kettlebell
Seated Wrist Flexor Stretch,"Forearms, Wrist Flexors",Recovery,Beginner,https://musclewiki.com/recovery/male/forearms/wrist-flexor-stretch-seated,https://musclewiki.com/recovery/female/forearms/wrist-flexor-stretch-seated
Seated Wrist Extensor Stretch,"Forearms, Wrist Extensors",Recovery,Beginner,https://musclewiki.com/recovery/male/forearms/wrist-extensor-stretch-seated,https://musclewiki.com/recovery/female/forearms/wrist-extensor-stretch-seated
Wrist Extensor Mobilisation,"Forearms, Wrist Extensors",Recovery,Beginner,https://musclewiki.com/recovery/male/forearms/wrist-extensor-mobilisation-lacrosse-ball-kneeling,https://musclewiki.com/recovery/female/forearms/wrist-extensor-mobilisation-lacrosse-ball-kneeling
Wrist Extensor Kneeling Hold,"Forearms, Wrist Extensors",Recovery,Beginner,https://musclewiki.com/recovery/male/forearms/wrist-extensor-isometric-dumbbell-kneeling,https://musclewiki.com/recovery/female/forearms/wrist-extensor-isometric-dumbbell-kneeling
Ulnar Deviations,Forearms,Recovery,Novice,https://musclewiki.com/recovery/male/wrist/ulnar-deviations,https://musclewiki.com/recovery/female/wrist/ulnar-deviations
Wrist Extensors,,,,,
Barbell Reverse Curl,"Biceps, Forearms, Wrist Extensors, Wrist Flexors","Barbell, Advanced",Advanced,"https://musclewiki.com/barbell/male/biceps/barbell-reverse-curl, Male|Female","https://musclewiki.com/barbell/female/biceps/barbell-reverse-curl, Barbell"
Barbell Wrist Extension,Wrist Extensors,Barbell,Novice,https://musclewiki.com/barbell/male/wrist-extensors/barbell-wrist-extension,https://musclewiki.com/barbell/female/wrist-extensors/barbell-wrist-extension
Dumbbell Bench Wrist Extension,Wrist Extensors,Dumbbells,Novice,https://musclewiki.com/dumbbells/male/wrist-extensors/dumbbell-bench-wrist-extension,https://musclewiki.com/dumbbells/female/wrist-extensors/dumbbell-bench-wrist-extension
Kettlebell Bench Wrist Extension,Wrist Extensors,Kettlebells,Novice,https://musclewiki.com/kettlebells/male/wrist-extensors/kettlebell-bench-wrist-extension,https://musclewiki.com/kettlebells/female/wrist-extensors/kettlebell-bench-wrist-extension
Wrist Flexors,,,,,
Glutes,,,,,
Barbell Stiff Leg Deadlifts,"Glutes, Gluteus Medius",Barbell,Intermediate,https://musclewiki.com/barbell/male/glutes/barbell-stiff-leg-deadlifts,https://musclewiki.com/barbell/female/glutes/barbell-stiff-leg-deadlifts
Barbell Hip Thrust,"Glutes, Gluteus Maximus",Barbell,Beginner,https://musclewiki.com/barbell/male/glutes/barbell-hip-thrust,https://musclewiki.com/barbell/female/glutes/barbell-hip-thrust
Barbell Curtsy Lunge,"Glutes, Gluteus Medius, Quads, Inner Thigh, Inner Quadriceps","Barbell, Advanced",Advanced,"https://musclewiki.com/barbell/male/glutes/barbell-curtsy-lunge, Male|Female","https://musclewiki.com/barbell/female/glutes/barbell-curtsy-lunge, Barbell"
Barbell Bulgarian Split Squat,"Glutes, Quads",Barbell,Advanced,https://musclewiki.com/barbell/male/glutes/barbell-bulgarian-split-squat,https://musclewiki.com/barbell/female/glutes/barbell-bulgarian-split-squat
Barbell Front Squat Bodybuilding,"Glutes, Quads",Barbell,Advanced,https://musclewiki.com/barbell/male/glutes/barbell-front-squat-bodybuilding,https://musclewiki.com/barbell/female/glutes/barbell-front-squat-bodybuilding
Barbell High Bar Squat,"Glutes, Quads",Barbell,Beginner,https://musclewiki.com/barbell/male/glutes/barbell-high-bar-squat,https://musclewiki.com/barbell/female/glutes/barbell-high-bar-squat
Barbell Forward Lunge,"Glutes, Quads",Barbell,Advanced,https://musclewiki.com/barbell/male/glutes/barbell-forward-lunge,https://musclewiki.com/barbell/female/glutes/barbell-forward-lunge
Barbell Front Rack Step Up,"Glutes, Quads",Barbell,Advanced,https://musclewiki.com/barbell/male/glutes/barbell-front-rack-step-up,https://musclewiki.com/barbell/female/glutes/barbell-front-rack-step-up
Barbell Glute Bridge,"Glutes, Gluteus Maximus",Barbell,Beginner,https://musclewiki.com/barbell/male/glutes/barbell-glute-bridge,https://musclewiki.com/barbell/female/glutes/barbell-glute-bridge
Barbell Heels Up Back Squat,"Glutes, Quads",Barbell,Advanced,https://musclewiki.com/barbell/male/glutes/barbell-heels-up-back-squat,https://musclewiki.com/barbell/female/glutes/barbell-heels-up-back-squat
Barbell Heels Up Front Squat,"Glutes, Quads",Barbell,Advanced,https://musclewiki.com/barbell/male/glutes/barbell-heels-up-front-squat,https://musclewiki.com/barbell/female/glutes/barbell-heels-up-front-squat
Barbell Lateral Lunge,"Glutes, Quads",Barbell,Advanced,https://musclewiki.com/barbell/male/glutes/barbell-lateral-lunge,https://musclewiki.com/barbell/female/glutes/barbell-lateral-lunge
Barbell Reverse Lunge,"Glutes, Quads",Barbell,Intermediate,https://musclewiki.com/barbell/male/glutes/barbell-reverse-lunge,https://musclewiki.com/barbell/female/glutes/barbell-reverse-lunge
Barbell Side Step Up,"Glutes, Quads",Barbell,Intermediate,https://musclewiki.com/barbell/male/glutes/barbell-side-step-up,https://musclewiki.com/barbell/female/glutes/barbell-side-step-up
Barbell Split Squat,"Glutes, Quads",Barbell,Intermediate,https://musclewiki.com/barbell/male/glutes/barbell-split-squat,https://musclewiki.com/barbell/female/glutes/barbell-split-squat
Barbell Step Up Balance,"Glutes, Quads",Barbell,Intermediate,https://musclewiki.com/barbell/male/glutes/barbell-step-up-balance,https://musclewiki.com/barbell/female/glutes/barbell-step-up-balance
Barbell Step Up,"Glutes, Quads",Barbell,Beginner,https://musclewiki.com/barbell/male/glutes/barbell-step-up,https://musclewiki.com/barbell/female/glutes/barbell-step-up
Barbell Tap Pause Squat,"Glutes, Quads",Barbell,Intermediate,https://musclewiki.com/barbell/male/glutes/barbell-tap-pause-squat,https://musclewiki.com/barbell/female/glutes/barbell-tap-pause-squat
Barbell Feet Elevated Figure Four Glute Bridge,Glutes,Barbell,Intermediate,https://musclewiki.com/barbell/male/glutes/barbell-feet-elevated-figure-four-glute-bridge,https://musclewiki.com/barbell/female/glutes/barbell-feet-elevated-figure-four-glute-bridge
Barbell Feet Elevated Glute Bridge,Glutes,Barbell,Intermediate,https://musclewiki.com/barbell/male/glutes/barbell-feet-elevated-glute-bridge,https://musclewiki.com/barbell/female/glutes/barbell-feet-elevated-glute-bridge
Barbell Feet Elevated Single Leg Glute Bridge,Glutes,Barbell,Advanced,https://musclewiki.com/barbell/male/glutes/barbell-feet-elevated-single-leg-glute-bridge,https://musclewiki.com/barbell/female/glutes/barbell-feet-elevated-single-leg-glute-bridge
Barbell Feet Elevated Staggered Glute Bridge,Glutes,Barbell,Intermediate,https://musclewiki.com/barbell/male/glutes/barbell-feet-elevated-staggered-glute-bridge,https://musclewiki.com/barbell/female/glutes/barbell-feet-elevated-staggered-glute-bridge
Landmine Alternating Lunge And Twist,"Glutes, Quads, Obliques",Barbell,Advanced,https://musclewiki.com/barbell/male/glutes/landmine-alternating-lunge-and-twist,https://musclewiki.com/barbell/female/glutes/landmine-alternating-lunge-and-twist
Landmine Alternating Lunge To Chest Press,"Glutes, Quads, Chest",Barbell,Advanced,https://musclewiki.com/barbell/male/glutes/landmine-alternating-lunge-to-chest-press,https://musclewiki.com/barbell/female/glutes/landmine-alternating-lunge-to-chest-press
Landmine Curtsy Lunge,"Glutes, Gluteus Medius, Gluteus Maximus, Quads, Inner Thigh, Inner Quadriceps",Barbell,Intermediate,https://musclewiki.com/barbell/male/glutes/landmine-curtsy-lunge,https://musclewiki.com/barbell/female/glutes/landmine-curtsy-lunge
Landmine Glute Kick Back,Glutes,Barbell,Intermediate,https://musclewiki.com/barbell/male/glutes/landmine-glute-kick-back,https://musclewiki.com/barbell/female/glutes/landmine-glute-kick-back
Landmine Goblet Curtsy Lunge,"Glutes, Gluteus Medius, Gluteus Maximus, Quads, Inner Thigh, Inner Quadriceps",Barbell,Advanced,https://musclewiki.com/barbell/male/glutes/landmine-goblet-curtsy-lunge,https://musclewiki.com/barbell/female/glutes/landmine-goblet-curtsy-lunge
Landmine Goblet Lateral Lunge,"Glutes, Quads",Barbell,Advanced,https://musclewiki.com/barbell/male/glutes/landmine-goblet-lateral-lunge,https://musclewiki.com/barbell/female/glutes/landmine-goblet-lateral-lunge
Landmine Hack Squat,"Glutes, Quads",Barbell,Advanced,https://musclewiki.com/barbell/male/glutes/landmine-hack-squat,https://musclewiki.com/barbell/female/glutes/landmine-hack-squat
Landmine Lateral Lunge,"Glutes, Quads",Barbell,Intermediate,https://musclewiki.com/barbell/male/glutes/landmine-lateral-lunge,https://musclewiki.com/barbell/female/glutes/landmine-lateral-lunge
Landmine Lunge,"Glutes, Quads",Barbell,Intermediate,https://musclewiki.com/barbell/male/glutes/landmine-lunge,https://musclewiki.com/barbell/female/glutes/landmine-lunge
Landmine Lunge To Overhead Press,"Glutes, Shoulders, Lateral Deltoid, Anterior Deltoid, Quads, Front Shoulders",Barbell,Advanced,https://musclewiki.com/barbell/male/glutes/landmine-lunge-to-overhead-press,https://musclewiki.com/barbell/female/glutes/landmine-lunge-to-overhead-press
Landmine Rotational Lift To Press,"Glutes, Shoulders, Lateral Deltoid, Anterior Deltoid, Quads, Obliques, Front Shoulders",Barbell,Advanced,https://musclewiki.com/barbell/male/glutes/landmine-rotational-lift-to-press,https://musclewiki.com/barbell/female/glutes/landmine-rotational-lift-to-press
Landmine Single Leg Glute Bridge,"Glutes, Gluteus Maximus",Barbell,Advanced,https://musclewiki.com/barbell/male/glutes/landmine-single-leg-glute-bridge,https://musclewiki.com/barbell/female/glutes/landmine-single-leg-glute-bridge
Landmine Squat,"Glutes, Gluteus Maximus, Quads, Inner Quadriceps",Barbell,Beginner,https://musclewiki.com/barbell/male/glutes/landmine-squat,https://musclewiki.com/barbell/female/glutes/landmine-squat
Landmine Sumo Deadlift,"Glutes, Gluteus Maximus, Quads",Barbell,Beginner,https://musclewiki.com/barbell/male/glutes/landmine-sumo-deadlift,https://musclewiki.com/barbell/female/glutes/landmine-sumo-deadlift
